Time:long,Delta Time:ulong,Master ID:ubyte,Master Name:string,Channel Number:ubyte,Module:string,Domain:string,Class:string,Type:string,Data Message:string,Data:ulong,Trace Status:string,Receiver Status:string
940963,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
940963,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
940963,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
970478,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
970478,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
970478,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
970478,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
970478,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
970478,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
984451,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
984451,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
984451,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
984451,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
984451,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
984451,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1028001,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1028001,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1028001,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1028001,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1028001,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1028001,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1035780,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1035780,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1035780,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1035780,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1035780,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1035780,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1071528,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1071528,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1071528,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1071528,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1071528,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1071528,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1101043,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1101043,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1101043,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1101043,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1101043,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1101043,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1115016,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1115016,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1115016,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1115016,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1115016,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1115016,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1158566,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1158566,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1158566,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1158566,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1158566,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1158566,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1166345,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1166345,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1166345,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1166345,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1166345,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1166345,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1202093,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1202093,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1202093,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1202093,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1202093,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1202093,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1231608,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1231608,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1231608,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1231608,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1231608,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1231608,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1245581,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1245581,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1245581,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1245581,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1245581,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1245581,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1289131,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1289131,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1289131,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1289131,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1289131,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1289131,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1296910,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1296910,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1296910,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1296910,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1296910,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1296910,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1332658,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1332658,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1332658,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1332658,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1332658,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1332658,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1362173,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1362173,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1362173,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1362173,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1362173,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1362173,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1376146,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1376146,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1376146,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1376146,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1376146,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1376146,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1419696,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1419696,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1419696,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1419696,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1419696,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1419696,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1427475,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1427475,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1427475,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1427475,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1427475,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1427475,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1463223,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1463223,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1463223,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1463223,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1463223,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1463223,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1492738,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1492738,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1492738,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1492738,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1492738,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1492738,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1506711,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1506711,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1506711,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1506711,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1506711,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1506711,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1550261,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1550261,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1550261,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1550261,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1550261,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1550261,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1558040,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1558040,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1558040,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1558040,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1558040,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1558040,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1593788,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1593788,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1593788,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1593788,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1593788,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1593788,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1623303,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1623303,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1623303,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1623303,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1623303,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1623303,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1637276,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1637276,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1637276,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1637276,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1637276,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1637276,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1680826,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1680826,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1680826,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1680826,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1680826,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1680826,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1688605,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1688605,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1688605,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1688605,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1688605,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1688605,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1724353,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1724353,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1724353,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1724353,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1724353,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1724353,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1753868,9667,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1753868,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1753868,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1753868,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1753868,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1753868,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1767841,265,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1767841,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1767841,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1767841,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1767841,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1767841,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1811391,1884,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1811391,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1811391,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1811391,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1811391,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1811391,,128,CPTracer,,CPT,DDR,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1819170,7779,128,CPTracer,,CPT,L2_0,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1819170,,128,CPTracer,,CPT,L2_0,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1819170,,128,CPTracer,,CPT,L2_0,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1819170,,128,CPTracer,,CPT,L2_0,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1819170,,128,CPTracer,,CPT,L2_0,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
1819170,,128,CPTracer,,CPT,L2_0,Selected bus throughput(MBytes/s) = ThroughPutCounter0 / Sliding Time Window,Value,,0,,
1854918,1883,128,CPTracer,,CPT,DDR,Bus Throughput(MBytes/s) = ThroughPutCounter1 / Sliding Time Window,Value,,0,,
1854918,,128,CPTracer,,CPT,DDR,Average Access Size(bytes/cycle) = ThroughPutCounter1 / Num Access Granted,Value,,0,,
1854918,,128,CPTracer,,CPT,DDR,Bus Utilization(Mil Transactions/s) = Num Access Granted / Sliding Time Window,Value,,0,,
1854918,,128,CPTracer,,CPT,DDR,Bus Contention(%) = Accumulated wait time / Sliding Time Window,Value,,0,,
1854918,,128,CPTracer,,CPT,DDR,Min. Average Latency (cycles / transaction) = Accumulated wait time / Num Access Granted,Value,,0,,
