Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Process:string,PID:uinteger,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg:string,
"","488874645067","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","1096","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17726660097","8865256","","","","","","","","",
"","488875247913","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","797","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17716527530","8864704","2791456","2","14","2743782","0","0","0","",
"","488875248316","0","C64XP_B","LM_tick: tick: 19404","Clock_LM_tick","Unknown","","","798","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17716527813","19404","","","","","","","","",
"","488875248667","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","799","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17716528061","8865256","2705792","15","0","","","","","",
"","488875249036","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","800","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17716528320","8864704","","","","","","","","",
"","488875249456","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","801","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17716528611","8865256","2705792","0","0","","","","","",
"","488875250022","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","802","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17716529011","8865256","","","","","","","","",
"","488875642953","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","1097","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17727358614","8864704","2791456","2","14","2743782","0","0","0","",
"","488875643356","0","C64XP_A","LM_tick: tick: 17857","Clock_LM_tick","Unknown","","","1098","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17727358897","17857","","","","","","","","",
"","488875643707","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","1099","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17727359145","8865256","2705792","15","0","","","","","",
"","488875644085","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","1100","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17727359404","8864704","","","","","","","","",
"","488875644496","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","1101","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17727359695","8865256","2705792","0","0","","","","","",
"","488875645096","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","1102","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17727360117","8865256","","","","","","","","",
"","488876247882","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa874","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","803","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17717227512","8864704","2791456","2","14","2795636","0","0","0","",
"","488876248285","0","C64XP_B","LM_tick: tick: 19405","Clock_LM_tick","Unknown","","","804","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17717227795","19405","","","","","","","","",
"","488876248645","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","805","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17717228043","8865256","2705792","15","0","","","","","",
"","488876249013","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","806","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17717228302","8864704","","","","","","","","",
"","488876249425","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","807","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17717228593","8865256","2705792","0","0","","","","","",
"","488876249999","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","808","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17717228993","8865256","","","","","","","","",
"","488876642930","0","C64XP_A","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8b0","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","1103","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17728058596","8864704","2791456","2","14","2795696","0","0","0","",
"","488876643333","0","C64XP_A","LM_tick: tick: 17858","Clock_LM_tick","Unknown","","","1104","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17728058879","17858","","","","","","","","",
"","488876643685","0","C64XP_A","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","1105","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17728059127","8865256","2705792","15","0","","","","","",
"","488876644053","0","C64XP_A","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","1106","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17728059386","8864704","","","","","","","","",
"","488876644473","0","C64XP_A","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","1107","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17728059677","8865256","2705792","0","0","","","","","",
"","488876645073","0","C64XP_A","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","1108","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17728060099","8865256","","","","","","","","",
"","488877247893","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dc80","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","809","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17717927516","8864704","2791456","2","14","2743424","0","0","0","",
"","488877248296","0","C64XP_B","LM_tick: tick: 19406","Clock_LM_tick","Unknown","","","810","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17717927799","19406","","","","","","","","",
"","488877248647","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","811","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17717928047","8865256","2705792","15","0","","","","","",
"","488877249016","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","812","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17717928306","8864704","","","","","","","","",
"","488877249436","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","813","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17717928597","8865256","2705792","0","0","","","","","",
"","488877250002","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","814","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17717928997","8865256","","","","","","","","",
"","488878247887","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dcd4","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","815","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17718627516","8864704","2791456","2","14","2743508","0","0","0","",
"","488878248290","0","C64XP_B","LM_tick: tick: 19407","Clock_LM_tick","Unknown","","","816","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17718627799","19407","","","","","","","","",
"","488878248650","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","817","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17718628047","8865256","2705792","15","0","","","","","",
"","488878249019","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","818","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17718628306","8864704","","","","","","","","",
"","488878249430","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","819","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17718628597","8865256","2705792","0","0","","","","","",
"","488878250005","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","820","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17718628997","8865256","","","","","","","","",
"","488879247899","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd84","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","821","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17719327522","8864704","2791456","2","14","2743684","0","0","0","",
"","488879248302","0","C64XP_B","LM_tick: tick: 19408","Clock_LM_tick","Unknown","","","822","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17719327805","19408","","","","","","","","",
"","488879248653","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","823","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17719328053","8865256","2705792","15","0","","","","","",
"","488879249030","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","824","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17719328312","8864704","","","","","","","","",
"","488879249442","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","825","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17719328603","8865256","2705792","0","0","","","","","",
"","488879250016","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","826","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17719329003","8865256","","","","","","","","",
"","488880247893","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","827","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17720027520","8864704","2791456","2","14","2743782","0","0","0","",
"","488880248296","0","C64XP_B","LM_tick: tick: 19409","Clock_LM_tick","Unknown","","","828","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17720027803","19409","","","","","","","","",
"","488880248656","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","829","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17720028051","8865256","2705792","15","0","","","","","",
"","488880249025","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","830","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17720028310","8864704","","","","","","","","",
"","488880249436","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","831","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17720028601","8865256","2705792","0","0","","","","","",
"","488880250010","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","832","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17720029001","8865256","","","","","","","","",
"","488881247905","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2acdc0","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","833","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17720727526","8864704","2791456","2","14","2805184","0","0","0","",
"","488881248307","0","C64XP_B","LM_tick: tick: 19410","Clock_LM_tick","Unknown","","","834","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17720727809","19410","","","","","","","","",
"","488881248659","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","835","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17720728057","8865256","2705792","15","0","","","","","",
"","488881249036","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","836","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17720728316","8864704","","","","","","","","",
"","488881249447","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","837","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17720728607","8865256","2705792","0","0","","","","","",
"","488881250022","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","838","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17720729007","8865256","","","","","","","","",
"","488882247899","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2b00c0","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","839","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17721427524","8864704","2791456","2","14","2818240","0","0","0","",
"","488882248302","0","C64XP_B","LM_tick: tick: 19411","Clock_LM_tick","Unknown","","","840","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17721427807","19411","","","","","","","","",
"","488882248662","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","841","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17721428055","8865256","2705792","15","0","","","","","",
"","488882249030","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","842","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17721428314","8864704","","","","","","","","",
"","488882249442","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","843","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17721428605","8865256","2705792","0","0","","","","","",
"","488882250016","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","844","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17721429005","8865256","","","","","","","","",
"","488883247902","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd54","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","845","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17722127526","8864704","2791456","2","14","2743636","0","0","0","",
"","488883248305","0","C64XP_B","LM_tick: tick: 19412","Clock_LM_tick","Unknown","","","846","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17722127809","19412","","","","","","","","",
"","488883248665","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","847","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17722128057","8865256","2705792","15","0","","","","","",
"","488883249033","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","848","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17722128316","8864704","","","","","","","","",
"","488883249445","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","849","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17722128607","8865256","2705792","0","0","","","","","",
"","488883250019","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","850","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17722129007","8865256","","","","","","","","",
"","488884247973","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","851","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17722827576","8864704","2791456","2","14","2743782","0","0","0","",
"","488884248376","0","C64XP_B","LM_tick: tick: 19413","Clock_LM_tick","Unknown","","","852","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17722827859","19413","","","","","","","","",
"","488884248736","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","853","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17722828107","8865256","2705792","15","0","","","","","",
"","488884249105","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","854","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17722828366","8864704","","","","","","","","",
"","488884249516","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","855","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17722828657","8865256","2705792","0","0","","","","","",
"","488884250090","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","856","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17722829057","8865256","","","","","","","","",
"","488885247907","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29de24","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","857","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17723527530","8864704","2791456","2","14","2743844","0","0","0","",
"","488885248310","0","C64XP_B","LM_tick: tick: 19414","Clock_LM_tick","Unknown","","","858","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17723527813","19414","","","","","","","","",
"","488885248670","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","859","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17723528061","8865256","2705792","15","0","","","","","",
"","488885249039","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","860","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17723528320","8864704","","","","","","","","",
"","488885249450","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","861","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17723528611","8865256","2705792","0","0","","","","","",
"","488885250025","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","862","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17723529011","8865256","","","","","","","","",
"","488886247919","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2ace16","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","863","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17724227534","8864704","2791456","2","14","2805270","0","0","0","",
"","488886248322","0","C64XP_B","LM_tick: tick: 19415","Clock_LM_tick","Unknown","","","864","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17724227817","19415","","","","","","","","",
"","488886248673","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","865","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17724228065","8865256","2705792","15","0","","","","","",
"","488886249042","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","866","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17724228324","8864704","","","","","","","","",
"","488886249462","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","867","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17724228615","8865256","2705792","0","0","","","","","",
"","488886250027","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","868","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17724229015","8865256","","","","","","","","",
"","488887247913","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aea70","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","869","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17724927534","8864704","2791456","2","14","2812528","0","0","0","",
"","488887248316","0","C64XP_B","LM_tick: tick: 19416","Clock_LM_tick","Unknown","","","870","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17724927817","19416","","","","","","","","",
"","488887248676","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","871","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17724928065","8865256","2705792","15","0","","","","","",
"","488887249045","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","872","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17724928324","8864704","","","","","","","","",
"","488887249456","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","873","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17724928615","8865256","2705792","0","0","","","","","",
"","488887250030","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","874","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17724929015","8865256","","","","","","","","",
"","488888247916","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2a7c60","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","875","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17725627536","8864704","2791456","2","14","2784352","0","0","0","",
"","488888248319","0","C64XP_B","LM_tick: tick: 19417","Clock_LM_tick","Unknown","","","876","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17725627819","19417","","","","","","","","",
"","488888248679","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","877","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17725628067","8865256","2705792","15","0","","","","","",
"","488888249047","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","878","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17725628326","8864704","","","","","","","","",
"","488888249459","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","879","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17725628617","8865256","2705792","0","0","","","","","",
"","488888250033","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","880","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17725629017","8865256","","","","","","","","",
